split,source,original,output,group,negative,md5,boxes
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/135_batch3.jpg,images/train/ansidd_135_batch3_00020.jpg,old_batch_3,0,1f322af78a8cbf2ff3af65fb3c5b65c3,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/137_batch3.jpg,images/train/ansidd_137_batch3_00021.jpg,old_batch_3,0,7077771f57c9030a2a989a4dc01ddb88,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/141_batch3.jpg,images/train/ansidd_141_batch3_00022.jpg,old_batch_3,0,1c38a16f3fd52938616db8d69e531511,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/142_batch3.jpg,images/train/ansidd_142_batch3_00023.jpg,old_batch_3,0,a72187c5ede669fd3ea11cff1c2a3a1c,7
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/143_batch3.jpg,images/train/ansidd_143_batch3_00024.jpg,old_batch_3,0,401944f1ab709b99d98391c8e0d7c7f4,7
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/147_batch3.jpg,images/train/ansidd_147_batch3_00025.jpg,old_batch_3,0,cdb4c666cc0214ebe17c08419144cbe6,8
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/149_batch3.jpg,images/train/ansidd_149_batch3_00026.jpg,old_batch_3,0,f3d072e0b19c78ca37e49c302168b8fd,8
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/150_batch4.jpg,images/val/ansidd_150_batch4_00027.jpg,old_batch_4,0,e0e9ac7a5a5d25e7e0957afdf3cf16d1,4
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/151_batch4.jpg,images/val/ansidd_151_batch4_00028.jpg,old_batch_4,0,001307d9c6c387f4d7ed97f0c810ea9a,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/152_batch4.jpg,images/val/ansidd_152_batch4_00029.jpg,old_batch_4,0,f9d800978f4793202ef077b3634f99dc,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/154_batch4.jpg,images/val/ansidd_154_batch4_00030.jpg,old_batch_4,0,0ee2544cff7ffb273cdc355a5cbf2b4f,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/155_batch4.jpg,images/val/ansidd_155_batch4_00031.jpg,old_batch_4,0,e3ff092e1fbdef24743fa6cb96f070f9,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/156_batch4.jpg,images/val/ansidd_156_batch4_00032.jpg,old_batch_4,0,e9859fb95bf1b7f56d91fe0242e4f1b1,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/157_batch4.jpg,images/val/ansidd_157_batch4_00033.jpg,old_batch_4,0,eb351111c57e0dab3530d8dc9f8b172a,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/158_batch4.jpg,images/val/ansidd_158_batch4_00034.jpg,old_batch_4,0,4c88d47a23b0ae164d15043649001942,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/159_batch4.jpg,images/val/ansidd_159_batch4_00035.jpg,old_batch_4,0,6b4fa195f043cb9c4d1fcdd550f8f9fa,3
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/15_batch1.jpg,images/test/ansidd_15_batch1_00036.jpg,old_batch_1,0,2bb8d5e2171f8ddc833ee7ca6e1d456a,8
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/162_batch4.jpg,images/val/ansidd_162_batch4_00037.jpg,old_batch_4,0,03d7dc1ac697d1a09eec9292ef238f3c,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/163_batch4.jpg,images/val/ansidd_163_batch4_00038.jpg,old_batch_4,0,2d8dd6128f63ee1c411f18c41461e1e5,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/164_batch4.jpg,images/val/ansidd_164_batch4_00039.jpg,old_batch_4,0,9ae106d8804ae146f2bb358721d17f4c,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/165_batch4.jpg,images/val/ansidd_165_batch4_00040.jpg,old_batch_4,0,0cfeb397db81c73c95397f5ec009f816,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/166_batch4.jpg,images/val/ansidd_166_batch4_00041.jpg,old_batch_4,0,edaf6341ded051347056d941d74ea554,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/167_batch4.jpg,images/val/ansidd_167_batch4_00042.jpg,old_batch_4,0,cf0e38e92ac977800cc71918730536fe,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/168_batch4.jpg,images/val/ansidd_168_batch4_00043.jpg,old_batch_4,0,da650ed339d83b1fbf3703f81e6c4865,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/169_batch4.jpg,images/val/ansidd_169_batch4_00044.jpg,old_batch_4,0,7c9afab4a62145d5ef837729b92eeaed,1
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/16_batch1.jpg,images/test/ansidd_16_batch1_00045.jpg,old_batch_1,0,92be9629eea5ab169d2280b681db5c7f,8
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/172_batch4.jpg,images/val/ansidd_172_batch4_00046.jpg,old_batch_4,0,bae45d8880f389ce74426ec6e219e7bc,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/173_batch4.jpg,images/val/ansidd_173_batch4_00047.jpg,old_batch_4,0,3c57f4b36c38d9335c5b2725c0e01e3f,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/175_batch4.jpg,images/val/ansidd_175_batch4_00048.jpg,old_batch_4,0,87d3fabae42282d5b86a6d25185aebd2,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/176_batch4.jpg,images/val/ansidd_176_batch4_00049.jpg,old_batch_4,0,315e6c6f8b5d54986e7a0b12870294a7,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/177_batch4.jpg,images/val/ansidd_177_batch4_00050.jpg,old_batch_4,0,4a310db0cf3161e4055f74f1e7be0b93,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/179_batch4.jpg,images/val/ansidd_179_batch4_00051.jpg,old_batch_4,0,7b62f37a942ee1d8546734496c69997a,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/180_batch4.jpg,images/val/ansidd_180_batch4_00052.jpg,old_batch_4,0,492ab3c9b8e4785386cc3820714462ba,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/181_batch4.jpg,images/val/ansidd_181_batch4_00053.jpg,old_batch_4,0,a8540adbba6a960b4a143fd08776c76c,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/182_batch4.jpg,images/val/ansidd_182_batch4_00054.jpg,old_batch_4,0,32da5131cabf48e9699b15c8015716a3,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/184_batch4.jpg,images/val/ansidd_184_batch4_00055.jpg,old_batch_4,0,18c6349ab99135dbf25a8f23389a672c,3
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/186_batch4.jpg,images/val/ansidd_186_batch4_00056.jpg,old_batch_4,0,6fbc4d4c9541f31dcc3705af94ff2046,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/187_batch4.jpg,images/val/ansidd_187_batch4_00057.jpg,old_batch_4,0,edc59fad7f18faccb69205ccf60c1c2d,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/190_batch4.jpg,images/val/ansidd_190_batch4_00058.jpg,old_batch_4,0,847be049bf854b7aa202967cbebd48e4,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/191_batch4.jpg,images/val/ansidd_191_batch4_00059.jpg,old_batch_4,0,34d63ab97f5d73550f2da10d66f3e403,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/192_batch4.jpg,images/val/ansidd_192_batch4_00060.jpg,old_batch_4,0,f28ca734394ebacf9eaa5dfef5403c71,1
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/194_batch4.jpg,images/val/ansidd_194_batch4_00061.jpg,old_batch_4,0,8cefa8ceafcef6ab52aff0bd16cb5f1a,2
val,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/199_batch4.jpg,images/val/ansidd_199_batch4_00062.jpg,old_batch_4,0,20a173514d5b284b34970c21230995aa,4
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/201_batch5.jpg,images/train/ansidd_201_batch5_00063.jpg,old_batch_5,0,a57d2cc7706d6d8d0f9620ebaff62fb5,9
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/203_batch5.jpg,images/train/ansidd_203_batch5_00064.jpg,old_batch_5,0,823b782e378563f61f002ed80f14997f,8
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/206_batch5.jpg,images/train/ansidd_206_batch5_00065.jpg,old_batch_5,0,7ca2d7e52d073afd97167fb694dbc0e3,7
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/207_batch5.jpg,images/train/ansidd_207_batch5_00066.jpg,old_batch_5,0,d48fd588b6cfde26f54db7306d473e0f,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/208_batch5.jpg,images/train/ansidd_208_batch5_00067.jpg,old_batch_5,0,99def9e8f8c786f512bda4ef7f61e654,2
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/20_batch1.jpg,images/test/ansidd_20_batch1_00068.jpg,old_batch_1,0,f220f7cb76e8b617f75c0b7ec93236b5,9
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/213_batch5.jpg,images/train/ansidd_213_batch5_00069.jpg,old_batch_5,0,04bd46414af25ac8e172ee4c12f27c46,3
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/214_batch5.jpg,images/train/ansidd_214_batch5_00070.jpg,old_batch_5,0,fae20b31171c29342686003b662be100,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/216_batch5.jpg,images/train/ansidd_216_batch5_00071.jpg,old_batch_5,0,33fd47d107a68b0c08dd19480391bf65,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/218_batch5.jpg,images/train/ansidd_218_batch5_00072.jpg,old_batch_5,0,0941895a106a8c5c3a15c0fde9aa06f2,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/219_batch5.jpg,images/train/ansidd_219_batch5_00073.jpg,old_batch_5,0,d1bf8522169cc4f80f69888175d60919,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/221_batch5.jpg,images/train/ansidd_221_batch5_00074.jpg,old_batch_5,0,528c84305e22f0256b22791356594600,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/223_batch5.jpg,images/train/ansidd_223_batch5_00075.jpg,old_batch_5,0,bef3bb41c65fb8f313da493aa5554984,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/225_batch5.jpg,images/train/ansidd_225_batch5_00076.jpg,old_batch_5,0,79c18c26cbe3778b3724d0793a3f0649,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/226_batch5.jpg,images/train/ansidd_226_batch5_00077.jpg,old_batch_5,0,94c0ee3b78475e6e2fee27d368d65b71,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/227_batch5.jpg,images/train/ansidd_227_batch5_00078.jpg,old_batch_5,0,544253bdd069c5bf1e1543b588e107b8,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/229_batch5.jpg,images/train/ansidd_229_batch5_00079.jpg,old_batch_5,0,188c8af15d6ea0333d663fb0806f5777,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/230_batch5.jpg,images/train/ansidd_230_batch5_00080.jpg,old_batch_5,0,80f00982be1f378711faba38c84aa5ce,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/231_batch5.jpg,images/train/ansidd_231_batch5_00081.jpg,old_batch_5,0,d12afe69dbaade97af3ec34a6f9cff27,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/233_batch5.jpg,images/train/ansidd_233_batch5_00082.jpg,old_batch_5,0,614d3d62021bd9c1cf5842737a16d815,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/234_batch5.jpg,images/train/ansidd_234_batch5_00083.jpg,old_batch_5,0,3e23df7cf95ad2294d6c0d4a8557a217,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/236_batch5.jpg,images/train/ansidd_236_batch5_00084.jpg,old_batch_5,0,2bffad4b0abce87d1d7b7c26daebdf7d,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/237_batch5.jpg,images/train/ansidd_237_batch5_00085.jpg,old_batch_5,0,70a230807b2908f304c8853e7b2ef09a,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/238_batch5.jpg,images/train/ansidd_238_batch5_00086.jpg,old_batch_5,0,e565ba59893fd13a295ae078ef843dd2,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/241_batch5.jpg,images/train/ansidd_241_batch5_00087.jpg,old_batch_5,0,f3f7689a1da1a3da6381ac271fc0ae84,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/243_batch5.jpg,images/train/ansidd_243_batch5_00088.jpg,old_batch_5,0,3616e2ee1539e943a4d7800625589903,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/250_batch6.jpg,images/train/ansidd_250_batch6_00089.jpg,old_batch_6,0,59974aa0d0f62ea006d701001ba5c186,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/251_batch6.jpg,images/train/ansidd_251_batch6_00090.jpg,old_batch_6,0,17fa3bd5510146093042a2ff35072b7c,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/253_batch6.jpg,images/train/ansidd_253_batch6_00091.jpg,old_batch_6,0,4c22ad97faf544d2bb3efb08aa8855ee,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/254_batch6.jpg,images/train/ansidd_254_batch6_00092.jpg,old_batch_6,0,7a136a71929d97ebc09d7954fc17f757,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/256_batch6.jpg,images/train/ansidd_256_batch6_00093.jpg,old_batch_6,0,adc02556f16fc0c1f1794df6d7224a14,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/258_batch6.jpg,images/train/ansidd_258_batch6_00094.jpg,old_batch_6,0,611ac6940e8ec655374c38509f109662,1
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/25_batch1.jpg,images/test/ansidd_25_batch1_00095.jpg,old_batch_1,0,01ab93f7a146a36fa6965ac1226679c4,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/260_batch6.jpg,images/train/ansidd_260_batch6_00096.jpg,old_batch_6,0,0da888d07142b270cfbd46d80ba45123,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/261_batch6.jpg,images/train/ansidd_261_batch6_00097.jpg,old_batch_6,0,3c262e13f65de679a081f501c2b4b171,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/262_batch6.jpg,images/train/ansidd_262_batch6_00098.jpg,old_batch_6,0,80f33ad0836bf4a49a0dfcf0e043226b,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/264_batch6.jpg,images/train/ansidd_264_batch6_00099.jpg,old_batch_6,0,fb69fad69f4e0727e5180375497a031d,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/266_batch6.jpg,images/train/ansidd_266_batch6_00100.jpg,old_batch_6,0,8950fc35186784fd79c76b23b69ac2fc,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/269_batch6.jpg,images/train/ansidd_269_batch6_00101.jpg,old_batch_6,0,284c1aa3b42dd87e9b498119c79f0daa,1
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/26_batch1.jpg,images/test/ansidd_26_batch1_00102.jpg,old_batch_1,0,96d9372dff31227fd10e41ba4f2c8582,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/271_batch6.jpg,images/train/ansidd_271_batch6_00103.jpg,old_batch_6,0,a9d80ba83334fb5aac243ea21cfcf0bf,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/272_batch6.jpg,images/train/ansidd_272_batch6_00104.jpg,old_batch_6,0,0182d8187039f5e835a4b447192874de,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/274_batch6.jpg,images/train/ansidd_274_batch6_00105.jpg,old_batch_6,0,b4caf3683cec7e4684aa8e77ff747c36,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/275_batch6.jpg,images/train/ansidd_275_batch6_00106.jpg,old_batch_6,0,a6c53cd9a5cfe91ce28355d715c03670,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/276_batch6.jpg,images/train/ansidd_276_batch6_00107.jpg,old_batch_6,0,28b0407b4b1f000560b5b37ddb8d0987,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/278_batch6.jpg,images/train/ansidd_278_batch6_00108.jpg,old_batch_6,0,1e14f3890c5e0ddf3572bc32e6966d7d,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/279_batch6.jpg,images/train/ansidd_279_batch6_00109.jpg,old_batch_6,0,7e9f7191a15c9499144c1377c1daddeb,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/280_batch6.jpg,images/train/ansidd_280_batch6_00110.jpg,old_batch_6,0,2bc222be559d9ced570894fb8152be27,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/281_batch6.jpg,images/train/ansidd_281_batch6_00111.jpg,old_batch_6,0,06381d59536838700c33d7d0dce99bec,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/282_batch6.jpg,images/train/ansidd_282_batch6_00112.jpg,old_batch_6,0,c73a07d28c685b97d709a6e4d44a8dbe,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/284_batch6.jpg,images/train/ansidd_284_batch6_00113.jpg,old_batch_6,0,a9f37246003e3a88b526036d42a0525b,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/285_batch6.jpg,images/train/ansidd_285_batch6_00114.jpg,old_batch_6,0,8c8f2334a428486f3bf482076f1fb84a,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/286_batch6.jpg,images/train/ansidd_286_batch6_00115.jpg,old_batch_6,0,00ffbb3ece168c984db1c397dc7ced20,3
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/289_batch6.jpg,images/train/ansidd_289_batch6_00116.jpg,old_batch_6,0,555c19ada00234eb03048b741ff5f0bf,5
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/291_batch6.jpg,images/train/ansidd_291_batch6_00117.jpg,old_batch_6,0,8925920feb93085a80091f4df1032240,4
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/294_batch6.jpg,images/train/ansidd_294_batch6_00118.jpg,old_batch_6,0,83bac863268219b97dbcfd2feab61866,3
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/295_batch6.jpg,images/train/ansidd_295_batch6_00119.jpg,old_batch_6,0,5ce2a4e367d669f9624516a52b48a057,3
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/296_batch6.jpg,images/train/ansidd_296_batch6_00120.jpg,old_batch_6,0,c3b572da1aeed973b78b4f81a81874c1,3
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/297_batch6.jpg,images/train/ansidd_297_batch6_00121.jpg,old_batch_6,0,345be5b87e524eab8ea6f481a62b85b3,3
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/2_batch1.jpg,images/test/ansidd_2_batch1_00122.jpg,old_batch_1,0,72551aa7c32d1ba6291f0a6b1044d92a,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/302_batch7.jpg,images/train/ansidd_302_batch7_00123.jpg,old_batch_7,0,f24f1a09ad2296ec049a549be748963e,3
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/305_batch7.jpg,images/train/ansidd_305_batch7_00124.jpg,old_batch_7,0,0e47d9d31b4cc16d7bc00d94d6ee4e0a,4
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/306_batch7.jpg,images/train/ansidd_306_batch7_00125.jpg,old_batch_7,0,42a8a02fffc5863fda1117e26300145f,4
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/307_batch7.jpg,images/train/ansidd_307_batch7_00126.jpg,old_batch_7,0,808b365698cf6663ee2407dcfca881db,4
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/309_batch7.jpg,images/train/ansidd_309_batch7_00127.jpg,old_batch_7,0,9ab30056e973d6807b11c449d8e24920,2
test,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/30_batch1.jpg,images/test/ansidd_30_batch1_00128.jpg,old_batch_1,0,0997516a6c2e9506f48a6f152a944982,4
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/311_batch7.jpg,images/train/ansidd_311_batch7_00129.jpg,old_batch_7,0,a2efd1608f13e7a902b665f12fa7f0a1,2
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/313_batch7.jpg,images/train/ansidd_313_batch7_00130.jpg,old_batch_7,0,ff786ce7d52100012ff7297bf882bc88,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/315_batch7.jpg,images/train/ansidd_315_batch7_00131.jpg,old_batch_7,0,a16db18a47fd7a149ccd9d248ac64381,1
train,ansidd,/home/win98/my_projects/yoloproj/armorproj/datasets/armor/images/train/317_batch7.jpg,images/train/ansidd_317_batch7_00132.jpg,old_batch_7,0,080cfbc323d9bd1c954b2c243a869526,2
